id,airline,flight,source,departure,stops,arrival,destination,class,duration,days_left,price
35624,Vistara,UK-708,Kolkata,Night,one,Afternoon,Mumbai,Economy,,10.0,10604
35625,,0.00E+00,Kolkata,Night,zero,Late_Night,Hyderabad,Economy,2.17,43.0,2436
35626,GO_FIRST,G8-423,Delhi,Early_Morning,one,Evening,Chennai,Economy,9.83,28.0,3475
35627,Air_India,AI-770,Kolkata,Night,one,Night,Mumbai,Business,25.67,3.0,51391
35628,Vistara,UK-928,Mumbai,,,Evening,Bangalore,Business,10.5,12.0,62448
35629,Vistara,UK-894,Hyderabad,Evening,one,Night,Mumbai,Economy,4.92,35.0,3571
35630,Air_India,AI-9881,Hyderabad,Afternoon,one,Evening,Bangalore,Economy,4.67,37.0,5500
35631,Vistara,UK-893,Bangalore,Evening,one,Night,Mumbai,Economy,3.08,34.0,4792
35632,Vistara,UK-816,Bangalore,Morning,one,Night,Mumbai,Business,11.33,45.0,54684
35633,GO_FIRST,G8-426,Hyderabad,,zero,Late_Night,Delhi,Economy,2.33,25.0,2276
35634,Vistara,UK-810,Bangalore,Early_Morning,one,Afternoon,Mumbai,Economy,7.0,46.0,6568
35635,Indigo,6.00E-236,Mumbai,Evening,one,Night,Chennai,Economy,6.58,34.0,1890
35636,,AI-503,Bangalore,,one,Morning,Hyderabad,Economy,18.08,15.0,10982
35637,AirAsia,I5-1566,Bangalore,Afternoon,one,Evening,Delhi,Economy,5.83,43.0,3467
35638,Vistara,UK-850,Bangalore,Evening,one,Morning,Delhi,Business,12.67,28.0,50361
35639,GO_FIRST,G8-302,Chennai,Early_Morning,,Afternoon,Delhi,Economy,10.75,,4827
35640,Vistara,UK-927,Delhi,Morning,one,Night,Chennai,Business,13.58,32.0,52392
35641,Air_India,AI-619,Mumbai,Night,one,Evening,Delhi,Economy,22.25,11.0,10143
35642,Air_India,AI-748,Bangalore,Late_Night,one,Night,Mumbai,Economy,17.42,,14419
35643,Vistara,UK-875,Mumbai,Evening,one,Night,Delhi,Business,27.5,3.0,42893
35644,,UK-772,Kolkata,Morning,one,Night,Bangalore,Business,12.42,15.0,52287
35645,Vistara,UK-860,Hyderabad,Early_Morning,one,Afternoon,Mumbai,Business,8.17,15.0,58315
35646,Vistara,UK-826,Chennai,Afternoon,one,Evening,Delhi,Economy,28.0,6.0,14859
35647,Vistara,UK-824,Chennai,Night,one,Afternoon,Delhi,Business,18.0,26.0,45600
35648,,AI-541,Hyderabad,,one,Morning,Mumbai,Business,17.92,28.0,45883
35649,GO_FIRST,G8-803,Bangalore,Evening,one,Late_Night,Mumbai,Economy,7.17,,5177
35650,Vistara,UK-878,Hyderabad,Afternoon,one,Night,Delhi,Business,9.0,38.0,54115
35651,Indigo,0.00E+00,Hyderabad,Morning,one,Evening,Delhi,Economy,9.92,30.0,4964
35652,Vistara,UK-832,Chennai,Early_Morning,one,Evening,Hyderabad,Business,,47.0,51457
35653,Vistara,UK-657,Bangalore,Morning,one,Morning,Mumbai,Business,24.0,11.0,48289
35654,Air_India,AI-840,Hyderabad,Night,one,Evening,Mumbai,Business,21.17,32.0,45883
35655,Vistara,UK-807,Delhi,Night,,Morning,Hyderabad,Economy,12.42,42.0,5761
35656,Vistara,UK-720,Kolkata,Early_Morning,,Evening,Mumbai,Business,9.33,44.0,50271
35657,Vistara,UK-854,Bangalore,,one,Evening,Kolkata,Business,22.42,39.0,51817
35658,,AI-441,Delhi,Evening,,Morning,Chennai,Economy,17.08,40.0,3988
35659,Indigo,0.00E+00,Bangalore,Morning,one,Afternoon,Kolkata,Economy,4.67,44.0,3699
35660,Vistara,UK-963,Delhi,Morning,one,Night,Hyderabad,Economy,12.08,10.0,9840
35661,Vistara,UK-838,Chennai,Night,one,Afternoon,Hyderabad,Business,15.5,,51457
35662,Indigo,0.00E+00,Hyderabad,Morning,one,Afternoon,Bangalore,Economy,4.08,32.0,3374
35663,Indigo,0.00E+00,Delhi,Evening,zero,Night,Hyderabad,Economy,2.33,19.0,2516
35664,GO_FIRST,G8-336,Delhi,Afternoon,one,Evening,Bangalore,Economy,5.33,41.0,4020
35665,,0.00E+00,Bangalore,Morning,one,Afternoon,Hyderabad,Economy,3.83,28.0,3105
35666,,G8-312,Bangalore,Evening,one,Late_Night,Chennai,Economy,7.42,42.0,3336
35667,Air_India,AI-503,Bangalore,Evening,one,Afternoon,Kolkata,Business,20.67,38.0,60508
35668,Vistara,UK-834,Chennai,Evening,one,Evening,Hyderabad,Business,23.83,36.0,51457
35669,Air_India,AI-429,Chennai,Afternoon,one,Afternoon,Mumbai,Business,26.58,27.0,31622
35670,Vistara,UK-960,Mumbai,Morning,one,Night,Chennai,Business,,35.0,61933
35671,,0.00E+00,Kolkata,Early_Morning,one,Afternoon,Chennai,Economy,,38.0,3771
35672,AirAsia,I5-552,Kolkata,Early_Morning,one,Night,Mumbai,Economy,14.58,49.0,3379
35673,,UK-902,Mumbai,Afternoon,,Night,Bangalore,Economy,7.58,17.0,6450
35674,Indigo,0.00E+00,Mumbai,,zero,Evening,Kolkata,Economy,,,4499
35675,,UK-828,Chennai,Early_Morning,zero,Morning,Mumbai,Economy,,38.0,2960
35676,Air_India,AI-525,Hyderabad,Early_Morning,zero,Morning,Kolkata,Economy,,13.0,6238
35677,Air_India,AI-542,Delhi,Morning,one,Morning,Kolkata,Business,22.33,26.0,43376
35678,Indigo,0.00E+00,Mumbai,Evening,,Night,Kolkata,Economy,6.33,,5943
35679,GO_FIRST,G8-336,Delhi,Afternoon,one,Night,Bangalore,Economy,,27.0,4020
35680,Vistara,UK-940,Mumbai,Evening,one,Morning,Bangalore,Business,15.08,29.0,77120
35681,Indigo,0.00E+00,Mumbai,Afternoon,one,Evening,Hyderabad,Economy,5.0,35.0,7344
35682,Vistara,UK-808,Bangalore,Early_Morning,one,Night,Mumbai,Business,13.25,45.0,69244
35683,Vistara,UK-815,Delhi,Morning,one,Morning,Hyderabad,Economy,25.0,16.0,5761
35684,AirAsia,I5-764,Delhi,Early_Morning,zero,Early_Morning,Mumbai,Economy,2.17,13.0,5956
35685,Vistara,UK-981,Delhi,Night,one,Evening,Kolkata,Economy,19.17,25.0,6578
35686,Air_India,AI-541,Hyderabad,Evening,one,Morning,Mumbai,Economy,19.0,12.0,7774
35687,Air_India,AI-538,Chennai,Night,one,Evening,Bangalore,Economy,19.92,33.0,5888
35688,Vistara,UK-813,Delhi,Evening,two_or_more,Morning,Kolkata,Business,16.08,48.0,84222
35689,,UK-808,Bangalore,Early_Morning,one,Evening,Kolkata,Economy,10.08,20.0,8112
35690,,UK-880,Hyderabad,Afternoon,one,Night,Mumbai,Economy,7.83,31.0,5375
35691,Vistara,UK-808,Bangalore,Early_Morning,one,Night,Mumbai,Business,13.25,5.0,77196
35692,Vistara,UK-830,Hyderabad,Morning,one,Evening,Kolkata,Economy,9.5,48.0,5960
35693,Air_India,AI-695,Mumbai,Morning,one,Afternoon,Delhi,Economy,27.5,27.0,4914
35694,Air_India,AI-440,Chennai,Early_Morning,one,Evening,Kolkata,Business,13.0,41.0,55377
35695,Air_India,AI-615,Mumbai,Early_Morning,one,Afternoon,Delhi,Business,8.08,21.0,41101
35696,Indigo,0.00E+00,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.25,16.0,3424
35697,Vistara,UK-720,Kolkata,Early_Morning,one,Afternoon,Mumbai,Business,5.42,36.0,62591
35698,Air_India,AI-770,Kolkata,Night,one,Afternoon,Chennai,Business,16.17,37.0,55983
35699,Vistara,UK-838,Chennai,Night,,Morning,Kolkata,Economy,12.5,28.0,5937
35700,Air_India,AI-640,Bangalore,Early_Morning,one,Night,Delhi,Economy,,,4294
35701,Air_India,AI-442,Mumbai,Afternoon,one,Afternoon,Kolkata,Business,22.92,15.0,49725
35702,Vistara,UK-874,Hyderabad,Morning,one,Night,Bangalore,Economy,12.42,34.0,5441
35703,Air_India,AI-402,Kolkata,Morning,one,Night,Hyderabad,Business,13.17,6.0,52063
35704,AirAsia,I5-1529,Delhi,Morning,two_or_more,Night,Kolkata,Economy,11.5,,2480
35705,Vistara,UK-845,Mumbai,,one,Night,Hyderabad,Economy,14.92,14.0,8988
35706,Vistara,UK-986,Mumbai,Night,one,Morning,Hyderabad,Business,10.67,46.0,45805
35707,Vistara,UK-988,Mumbai,Night,one,Morning,Bangalore,Business,13.92,39.0,74880
35708,AirAsia,I5-1780,Bangalore,Early_Morning,one,Afternoon,Delhi,Economy,9.75,27.0,2723
35709,Air_India,AI-840,Hyderabad,Night,one,Afternoon,Bangalore,Economy,15.67,34.0,6314
35710,Vistara,UK-890,Hyderabad,Evening,one,Night,Chennai,Business,26.58,37.0,58282
35711,Vistara,UK-955,Delhi,Evening,one,Afternoon,Hyderabad,Economy,18.5,34.0,6172
35712,Indigo,0.00E+00,Mumbai,Evening,one,Night,Bangalore,Economy,4.42,14.0,6473
35713,Vistara,UK-871,Delhi,Night,one,Morning,Bangalore,Economy,12.25,19.0,3357
35714,Vistara,UK-838,Chennai,Night,zero,Night,Delhi,Economy,2.83,,2327
35715,,UK-864,Bangalore,,one,Evening,Kolkata,Business,,13.0,51817
35716,Vistara,UK-878,Hyderabad,Afternoon,one,Evening,Kolkata,Economy,7.0,20.0,8029
35717,GO_FIRST,G8-2508,Mumbai,,one,Early_Morning,Kolkata,Economy,8.25,23.0,5817
35718,,I5-1531,Chennai,Night,zero,Night,Bangalore,Economy,1.5,16.0,1548
35719,Air_India,AI-763,Kolkata,Early_Morning,two_or_more,Evening,Mumbai,Economy,33.42,10.0,14115
35720,,AI-402,Kolkata,Morning,one,Night,Hyderabad,Business,13.17,43.0,52063
35721,Air_India,AI-526,Kolkata,Evening,zero,Night,Hyderabad,Business,2.25,9.0,20356
35722,Vistara,UK-824,Chennai,Night,zero,Night,Mumbai,Business,2.08,18.0,23838
35723,,UK-834,Chennai,Evening,one,Morning,Kolkata,Business,16.17,45.0,55377
35724,Vistara,UK-826,Chennai,Afternoon,one,Evening,Delhi,Business,7.25,41.0,53440
35725,Vistara,UK-720,Kolkata,Early_Morning,one,Night,Hyderabad,Economy,15.75,39.0,5632
35726,Indigo,0.00E+00,Delhi,Early_Morning,one,Morning,Mumbai,Economy,,32.0,2410
35727,,UK-897,Bangalore,Early_Morning,two_or_more,Night,Kolkata,Economy,14.83,,7421
35728,,UK-778,Kolkata,Afternoon,one,Night,Bangalore,Business,8.0,19.0,61874
35729,,0.00E+00,Hyderabad,Evening,zero,Evening,Bangalore,Economy,1.25,47.0,1776
35730,Vistara,UK-807,Delhi,Night,one,Morning,Mumbai,Economy,11.58,44.0,6296
35731,,G8-331,Mumbai,,one,Afternoon,Bangalore,Economy,3.67,26.0,4501
35732,Indigo,0.00E+00,Hyderabad,Night,zero,Night,Delhi,Economy,2.25,9.0,6133
35733,Vistara,UK-810,Bangalore,Early_Morning,one,Night,Chennai,Business,15.75,26.0,60396
35734,,UK-774,Kolkata,Night,one,Morning,Bangalore,Economy,,42.0,6195
35735,Indigo,6.00E-152,Delhi,Morning,,Evening,Bangalore,Economy,,3.0,15665
35736,Air_India,AI-569,Chennai,Early_Morning,one,Night,Delhi,Economy,17.58,34.0,6466
35737,Vistara,UK-822,Chennai,Morning,one,Evening,Kolkata,Economy,8.33,4.0,17673
35738,Indigo,6.00E-188,Chennai,Morning,one,Afternoon,Mumbai,Economy,7.25,23.0,8812
35739,,AI-526,Kolkata,Evening,one,Night,Delhi,Economy,26.0,44.0,4144
35740,Vistara,UK-985,Delhi,Evening,one,Early_Morning,Bangalore,Economy,12.0,29.0,4496
35741,Air_India,AI-888,Mumbai,Evening,one,Night,Bangalore,Business,25.08,35.0,54608
35742,Indigo,0.00E+00,Hyderabad,Afternoon,one,Night,Delhi,Economy,8.75,17.0,5577
35743,Air_India,AI-516,Bangalore,Early_Morning,one,Night,Delhi,Economy,,,3674
35744,Air_India,AI-423,Delhi,Early_Morning,one,Night,Bangalore,Economy,16.0,32.0,5946
35745,Vistara,UK-816,Bangalore,Morning,,Night,Mumbai,Economy,10.5,22.0,6568
35746,Indigo,0.00E+00,Delhi,Morning,one,Evening,Kolkata,Economy,5.5,31.0,5027
35747,GO_FIRST,G8-519,Kolkata,Evening,one,Early_Morning,Bangalore,Economy,14.17,27.0,6109
35748,Vistara,UK-858,Bangalore,Early_Morning,one,Night,Delhi,Business,14.0,20.0,57081
35749,Air_India,AI-440,Chennai,,,Night,Kolkata,Economy,16.17,16.0,6713
35750,,AI-539,Chennai,Evening,one,Morning,Mumbai,Economy,,11.0,10643
35751,,AI-9891,Hyderabad,Evening,one,Night,Delhi,Economy,4.75,,5410
35752,Vistara,UK-810,Bangalore,Early_Morning,zero,Morning,Delhi,Business,2.67,33.0,32923
35753,SpiceJet,SG-8152,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.25,3.0,5943
35754,Air_India,AI-573,Kolkata,Evening,one,Afternoon,Delhi,Economy,,4.0,14364
35755,GO_FIRST,G8-351,Mumbai,Morning,one,Evening,Bangalore,Economy,7.67,22.0,5102
35756,AirAsia,I5-941,Mumbai,Early_Morning,one,Afternoon,Chennai,Economy,,29.0,2418
35757,GO_FIRST,G8-7533,Delhi,Afternoon,zero,Afternoon,Mumbai,Economy,2.08,30.0,2410
35758,Vistara,UK-858,Bangalore,Early_Morning,one,Evening,Delhi,Economy,11.42,49.0,4111
35759,Indigo,0.00E+00,Mumbai,Afternoon,one,Night,Bangalore,Economy,8.08,25.0,5103
35760,Air_India,AI-544,Delhi,Evening,one,Night,Bangalore,Economy,5.0,32.0,3621
35761,,6.00E-136,Mumbai,,one,Morning,Kolkata,Economy,5.5,46.0,5728
35762,Vistara,UK-943,Delhi,Early_Morning,one,Evening,Kolkata,Economy,12.42,34.0,7221
35763,Vistara,UK-863,Mumbai,Morning,two_or_more,Night,Chennai,Economy,11.17,49.0,8130
35764,Air_India,AI-807,Delhi,Evening,zero,Night,Bangalore,Business,2.75,,32859
35765,Air_India,AI-402,Kolkata,Morning,one,Night,Mumbai,Business,11.75,3.0,59332
35766,Vistara,UK-708,Kolkata,Night,one,Night,Bangalore,Economy,24.0,11.0,11675
35767,Indigo,0.00E+00,Bangalore,Afternoon,zero,Evening,Delhi,Economy,2.75,48.0,4500
35768,Vistara,UK-860,Hyderabad,Early_Morning,one,Evening,Kolkata,Economy,12.75,30.0,6695
35769,,SG-8130,Kolkata,Early_Morning,one,Morning,Mumbai,Economy,27.5,22.0,5339
35770,GO_FIRST,G8-7534,Delhi,Afternoon,one,Night,Chennai,Economy,6.83,31.0,4896
35771,AirAsia,I5-1229,Chennai,Evening,one,Late_Night,Delhi,Economy,11.25,36.0,2477
35772,Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,Economy,13.08,42.0,4413
35773,Vistara,UK-874,Hyderabad,Morning,one,Morning,Chennai,Business,27.33,9.0,41314
35774,Air_India,AI-502,Delhi,Afternoon,zero,Evening,Bangalore,Economy,2.75,35.0,4007
35775,Indigo,0.00E+00,Delhi,Evening,zero,Evening,Chennai,Economy,2.83,24.0,3789
35776,Air_India,AI-839,Delhi,Night,one,Morning,Bangalore,Business,13.33,,35490
35777,Vistara,UK-720,Kolkata,Early_Morning,one,Afternoon,Mumbai,Business,6.83,18.0,56991
35778,Air_India,AI-867,Mumbai,Night,one,Morning,Chennai,Economy,11.42,14.0,9201
35779,Vistara,UK-812,Bangalore,Morning,one,Night,Chennai,Economy,10.5,39.0,6825
35780,Vistara,UK-822,Chennai,Morning,one,Evening,Delhi,Business,7.17,38.0,57920
35781,Vistara,UK-828,Chennai,Early_Morning,one,Night,Delhi,Economy,16.0,9.0,11868
35782,Air_India,AI-624,Delhi,Evening,one,Morning,Bangalore,Economy,16.17,45.0,4230
35783,Air_India,AI-747,Kolkata,Night,one,Afternoon,Delhi,Business,13.75,3.0,64659
35784,Air_India,AI-671,Mumbai,Morning,one,Evening,Delhi,Business,10.83,20.0,50957
35785,GO_FIRST,G8-102,Kolkata,Afternoon,one,Late_Night,Mumbai,Economy,,25.0,5888
35786,,0.00E+00,Bangalore,Afternoon,one,Night,Delhi,Economy,9.0,8.0,10061
35787,Vistara,UK-858,Bangalore,Early_Morning,,Morning,Kolkata,Business,27.0,19.0,51817
35788,Vistara,UK-878,Hyderabad,Afternoon,one,Morning,Delhi,Business,19.17,36.0,39555
35789,Air_India,AI-440,Chennai,Early_Morning,one,Morning,Mumbai,Economy,26.92,,6457
35790,GO_FIRST,G8-625,Hyderabad,Morning,one,Night,Mumbai,Economy,9.75,32.0,5865
35791,,UK-927,Delhi,Morning,one,Evening,Kolkata,Economy,7.42,45.0,6578
35792,Vistara,UK-811,Delhi,Early_Morning,,Morning,Mumbai,Business,5.5,36.0,53164
35793,Air_India,AI-891,Delhi,Evening,one,Evening,Kolkata,Economy,27.17,10.0,12150
35794,AirAsia,I5-996,Bangalore,Evening,one,Early_Morning,Mumbai,Economy,11.17,42.0,2203
35795,GO_FIRST,G8-717,Delhi,Evening,one,Night,Bangalore,Economy,7.0,8.0,7424
35796,Vistara,UK-879,Delhi,Evening,zero,Evening,Hyderabad,Business,2.25,16.0,24056
35797,Indigo,0.00E+00,Bangalore,Evening,one,Night,Kolkata,Economy,,18.0,5178
35798,Vistara,UK-866,Bangalore,Night,one,Afternoon,Delhi,Business,15.0,21.0,54841
35799,Indigo,0.00E+00,Bangalore,Early_Morning,one,Afternoon,Kolkata,Economy,7.17,,4392
35800,Vistara,UK-970,Mumbai,Morning,one,Evening,Bangalore,Business,,,69168
35801,Vistara,UK-863,Mumbai,Morning,one,Night,Delhi,Business,,47.0,53152
35802,Vistara,UK-873,Mumbai,Early_Morning,one,Evening,Delhi,Business,13.58,44.0,41269
35803,Vistara,UK-720,Kolkata,Early_Morning,one,Evening,Chennai,Business,,,55983
35804,Vistara,UK-894,Hyderabad,Evening,one,Morning,Delhi,Economy,16.17,37.0,5823
35805,AirAsia,I5-517,Chennai,Morning,zero,Morning,Hyderabad,Economy,1.17,20.0,1105
35806,SpiceJet,SG-4010,Chennai,Morning,one,Morning,Delhi,Economy,,36.0,5388
35807,Vistara,UK-817,Delhi,Evening,one,Night,Mumbai,Economy,,2.0,14093
35808,AirAsia,I5-1543,Hyderabad,,one,Late_Night,Delhi,Economy,11.0,32.0,2228
35809,Vistara,UK-928,Mumbai,,,Afternoon,Hyderabad,Business,6.08,36.0,53645
35810,Indigo,0.00E+00,Mumbai,Afternoon,one,Night,Kolkata,Economy,6.75,7.0,10721
35811,Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Bangalore,Economy,13.58,25.0,6461
35812,,UK-874,Hyderabad,Morning,one,Night,Delhi,Economy,,7.0,10753
35813,Indigo,0.00E+00,Mumbai,Evening,one,Night,Chennai,Economy,4.92,40.0,1890
35814,Vistara,UK-874,Hyderabad,Morning,one,Night,Delhi,Business,12.17,,54115
35815,,UK-651,Mumbai,Evening,one,Evening,Kolkata,Economy,27.5,6.0,15183
35816,Vistara,UK-876,Hyderabad,Night,,Morning,Bangalore,Business,11.25,10.0,38099
35817,Air_India,AI-501,Bangalore,,,Afternoon,Delhi,Economy,,18.0,4071
35818,AirAsia,I5-319,Kolkata,Afternoon,two_or_more,Late_Night,Delhi,Economy,13.67,38.0,3014
35819,,UK-828,Chennai,Early_Morning,one,Evening,Hyderabad,Economy,10.0,15.0,15563
35820,GO_FIRST,G8-625,Hyderabad,Morning,one,Night,Mumbai,Economy,9.75,24.0,6084
35821,Vistara,UK-988,Mumbai,Night,one,Evening,Kolkata,Economy,22.67,20.0,5949
35822,AirAsia,I5-722,Bangalore,Late_Night,one,Early_Morning,Mumbai,Economy,6.08,44.0,2203
35823,,SG-349,Mumbai,Afternoon,one,Evening,Delhi,Economy,4.75,,4142
35824,Air_India,AI-774,Mumbai,Night,one,Night,Hyderabad,Business,24.33,31.0,50868
35825,,UK-876,Hyderabad,Night,one,Morning,Bangalore,Economy,13.17,16.0,5441
35826,Indigo,0.00E+00,Delhi,Afternoon,one,Evening,Mumbai,Economy,6.0,8.0,10003
35827,Indigo,0.00E+00,Chennai,Evening,one,Late_Night,Kolkata,Economy,7.67,5.0,5956
35828,,UK-958,Mumbai,Afternoon,one,Evening,Kolkata,Business,,18.0,49725
35829,Air_India,AI-770,Kolkata,Night,one,Evening,Hyderabad,Business,,34.0,61023
35830,Air_India,AI-9894,Chennai,Morning,one,Night,Delhi,Economy,14.5,40.0,3234
35831,Vistara,UK-830,Hyderabad,Morning,two_or_more,Night,Bangalore,Economy,10.08,23.0,6776
35832,Vistara,UK-890,Hyderabad,Evening,,Evening,Kolkata,Business,25.92,7.0,53499
35833,Vistara,UK-802,Bangalore,Evening,one,Morning,Mumbai,Business,14.92,13.0,69244
35834,Vistara,UK-950,Mumbai,Night,one,Morning,Bangalore,Business,10.75,8.0,66928
35835,Vistara,UK-846,Bangalore,Morning,zero,Morning,Mumbai,Business,1.75,26.0,20760
35836,Vistara,UK-866,Bangalore,Night,one,Morning,Delhi,Economy,12.0,28.0,4796
35837,Indigo,0.00E+00,Delhi,Morning,one,Evening,Kolkata,Economy,8.08,14.0,5955
35838,Indigo,0.00E+00,Hyderabad,Early_Morning,one,Afternoon,Chennai,Economy,9.17,23.0,3194
35839,Vistara,UK-849,Mumbai,,one,Night,Delhi,Business,6.25,12.0,53152
35840,Indigo,0.00E+00,Bangalore,Afternoon,one,Evening,Delhi,Economy,5.08,38.0,3788
35841,Air_India,AI-868,Delhi,Evening,one,Morning,Chennai,Economy,,38.0,4303
35842,,UK-776,Kolkata,Evening,one,Night,Chennai,Business,5.5,22.0,55502
35843,Vistara,UK-810,Bangalore,Early_Morning,one,Evening,Mumbai,Business,12.08,38.0,62524
35844,Air_India,AI-840,Hyderabad,Night,one,Morning,Kolkata,Business,12.17,42.0,51707
35845,Indigo,0.00E+00,Kolkata,Morning,one,Afternoon,Chennai,Economy,6.67,36.0,4960
35846,GO_FIRST,G8-113,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.58,27.0,4501
35847,Indigo,0.00E+00,Bangalore,Morning,one,Evening,Kolkata,Economy,9.92,44.0,6548
35848,Vistara,UK-838,Chennai,Night,one,Evening,Kolkata,Business,21.0,36.0,55377
35849,AirAsia,I5-740,Delhi,Early_Morning,one,Evening,Chennai,Economy,9.42,33.0,1998
35850,Indigo,6.00E-199,Hyderabad,Early_Morning,zero,Early_Morning,Mumbai,Economy,1.5,30.0,3096
35851,Vistara,UK-846,Bangalore,,one,Morning,Kolkata,Economy,25.17,16.0,6534
35852,AirAsia,I5-942,Mumbai,Afternoon,two_or_more,Evening,Kolkata,Economy,6.17,,10354
35853,SpiceJet,SG-520,Chennai,Afternoon,one,Afternoon,Mumbai,Economy,23.58,37.0,9136
35854,Air_India,AI-440,Chennai,Early_Morning,one,Night,Kolkata,Business,16.17,23.0,55377
35855,Vistara,UK-820,Bangalore,Evening,one,Evening,Kolkata,Economy,24.25,3.0,11205
35856,Indigo,0.00E+00,Bangalore,Morning,one,Evening,Kolkata,Economy,5.83,10.0,8118
35857,GO_FIRST,G8-123,Hyderabad,Early_Morning,zero,Early_Morning,Kolkata,Economy,,11.0,5292
35858,Indigo,0.00E+00,Delhi,Morning,one,Evening,Hyderabad,Economy,7.0,20.0,5955
35859,,AI-505,Bangalore,Morning,one,Evening,Mumbai,Business,7.58,27.0,54684
35860,,AI-569,Chennai,,zero,Morning,Mumbai,Business,1.75,44.0,23424
35861,Vistara,UK-944,Mumbai,Afternoon,one,Morning,Kolkata,Economy,18.92,23.0,5949
35862,Vistara,UK-981,Delhi,Night,one,Evening,Chennai,Economy,22.25,41.0,4979
35863,Indigo,0.00E+00,Hyderabad,Night,zero,Night,Delhi,Economy,2.25,6.0,6133
35864,Air_India,AI-503,Bangalore,Evening,one,Morning,Mumbai,Business,16.33,,54684
35865,Air_India,AI-765,Kolkata,Evening,one,Afternoon,Delhi,Economy,18.08,37.0,6494
35866,AirAsia,I5-1518,Hyderabad,Evening,one,Late_Night,Delhi,Economy,,,2228
35867,,UK-878,Hyderabad,,one,Early_Morning,Bangalore,Economy,,31.0,5441
35868,Vistara,UK-943,Delhi,Early_Morning,one,Evening,Bangalore,Economy,11.75,15.0,4896
35869,Air_India,AI-501,Bangalore,Afternoon,one,Night,Kolkata,Business,,42.0,60508
35870,Vistara,UK-874,Hyderabad,Morning,one,Night,Delhi,Business,14.5,40.0,51875
35871,Vistara,UK-838,Chennai,Night,one,Morning,Mumbai,Business,14.5,28.0,56273
35872,Air_India,AI-640,Bangalore,,one,Evening,Delhi,Business,12.58,,42521
35873,SpiceJet,SG-8207,Delhi,,zero,Night,Chennai,Economy,2.83,43.0,2637
35874,Indigo,0.00E+00,Bangalore,Evening,zero,Evening,Delhi,Economy,2.83,31.0,4500
35875,Air_India,AI-440,Chennai,Early_Morning,one,Evening,Kolkata,Business,13.0,16.0,55377
35876,Air_India,AI-430,Chennai,Morning,one,Night,Bangalore,Economy,10.17,29.0,6308
35877,Indigo,0.00E+00,Delhi,Afternoon,one,Night,Kolkata,Economy,,15.0,5955
35878,Vistara,UK-826,Chennai,Afternoon,one,Morning,Kolkata,Business,21.17,,54896
35879,Air_India,AI-762,Delhi,Night,zero,Night,Kolkata,Economy,2.08,46.0,2482
35880,Air_India,AI-811,Delhi,Evening,one,Afternoon,Mumbai,Business,20.58,13.0,32646
35881,Indigo,0.00E+00,Bangalore,Early_Morning,one,Evening,Delhi,Economy,,44.0,4071
35882,Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,,43.0,5060
35883,Vistara,UK-657,Bangalore,,two_or_more,Night,Chennai,Economy,8.75,25.0,14275
35884,Air_India,AI-805,Delhi,Evening,one,Morning,Bangalore,Business,15.17,41.0,42457
35885,Indigo,6.00E-294,Kolkata,Evening,zero,Night,Chennai,Economy,2.42,8.0,6489
35886,Air_India,AI-504,Delhi,Night,zero,Late_Night,Bangalore,Business,2.92,20.0,32859
35887,Vistara,UK-958,Mumbai,Afternoon,one,Evening,Kolkata,Business,7.17,21.0,59357
35888,Vistara,UK-951,Delhi,Afternoon,one,Early_Morning,Hyderabad,Business,17.5,28.0,39377
35889,,UK-902,Mumbai,Afternoon,one,Night,Bangalore,Business,7.58,46.0,66928
35890,Vistara,UK-776,Kolkata,,one,Afternoon,Delhi,Economy,19.08,23.0,9616
35891,Air_India,AI-525,Hyderabad,Early_Morning,one,Afternoon,Mumbai,Economy,6.42,42.0,4537
35892,GO_FIRST,G8-363,Mumbai,,one,Morning,Delhi,Economy,11.17,28.0,3324
35893,Vistara,UK-830,Hyderabad,Morning,one,Evening,Mumbai,Economy,9.0,48.0,4416
35894,Indigo,0.00E+00,Mumbai,Morning,,Afternoon,Chennai,Economy,2.0,4.0,8673
35895,Vistara,UK-954,Mumbai,Early_Morning,,Evening,Kolkata,Business,12.08,16.0,49725
35896,AirAsia,I5-773,Delhi,Evening,one,Early_Morning,Mumbai,Economy,11.67,7.0,8869
35897,GO_FIRST,G8-395,Bangalore,Morning,one,Evening,Kolkata,Economy,9.33,20.0,6186
35898,Vistara,UK-897,Bangalore,Early_Morning,one,Afternoon,Mumbai,Economy,6.58,28.0,4792
35899,Indigo,0.00E+00,Bangalore,Evening,zero,Night,Hyderabad,Economy,1.08,5.0,4548
35900,,UK-858,Bangalore,Early_Morning,one,Evening,Delhi,Business,10.25,46.0,54841
35901,Indigo,0.00E+00,Delhi,Night,zero,Late_Night,Chennai,Economy,2.83,13.0,7635
35902,Vistara,UK-830,Hyderabad,Morning,one,Night,Mumbai,Business,12.25,3.0,96205
35903,Vistara,UK-813,Delhi,Evening,one,Night,Mumbai,Economy,5.83,,6296
35904,Vistara,UK-838,Chennai,Night,one,Evening,Kolkata,Economy,21.0,8.0,12408
